1500,11.78%,C,C1,Nov-08,361xx,AL
1500,11.46%,B,B5,Nov-08,360xx,AL
1500,12.49%,D,D3,Nov-07,357xx,AL
1550,5.42%,A,A1,Aug-11,350xx,AL
1600,12.69%,B,B5,Oct-11,350xx,AL
1800,16.02%,D,D5,Apr-11,362xx,AL
1800,11.89%,B,B4,Dec-08,350xx,AL
2000,12.42%,B,B4,Nov-11,363xx,AL
2000,12.69%,B,B5,Oct-11,366xx,AL
2000,13.06%,C,C2,Apr-11,366xx,AL
2000,16.45%,E,E1,Jul-10,356xx,AL
2000,7.88%,A,A5,Jul-10,350xx,AL
2000,7.40%,A,A2,Oct-09,367xx,AL
2100,11.86%,B,B5,Jun-10,357xx,AL
2200,11.89%,B,B4,Feb-09,350xx,AL
2275,14.61%,D,D1,Nov-09,351xx,AL
2400,10.75%,B,B2,Sep-10,350xx,AL
2475,5.79%,A,A2,Apr-11,368xx,AL
2500,6.92%,A,A3,Feb-11,364xx,AL
2500,16.45%,E,E1,Sep-10,360xx,AL
2500,7.88%,A,A5,Sep-10,351xx,AL
2500,13.48%,C,C3,Apr-10,366xx,AL
2500,13.57%,C,C3,Jan-10,351xx,AL
2500,11.14%,B,B4,Nov-08,365xx,AL
2600,17.49%,D,D5,Aug-11,352xx,AL
2800,12.53%,B,B5,Dec-09,352xx,AL
2900,11.86%,B,B5,Oct-10,363xx,AL
3000,13.49%,C,C1,Dec-11,352xx,AL
3000,12.42%,B,B4,Dec-11,350xx,AL
3000,10.65%,B,B2,Oct-11,356xx,AL
3000,11.49%,B,B4,Jun-11,362xx,AL
3000,13.99%,C,C3,May-11,352xx,AL
3000,5.42%,A,A1,May-11,355xx,AL
3000,13.98%,C,C3,Aug-10,358xx,AL
3000,10.75%,B,B2,Jul-10,350xx,AL
3000,13.22%,C,C2,Dec-09,355xx,AL
3000,15.65%,D,D4,Oct-09,358xx,AL
3000,7.74%,A,A3,Aug-09,365xx,AL
3000,10.25%,B,B2,Apr-10,351xx,AL
3200,13.80%,C,C4,Apr-11,360xx,AL
3200,9.25%,B,B2,Oct-10,350xx,AL
3200,7.88%,A,A5,Aug-10,352xx,AL
3200,13.48%,C,C3,Mar-10,354xx,AL
3250,15.21%,D,D2,Aug-10,352xx,AL
3300,11.71%,B,B3,Nov-11,363xx,AL
3300,5.42%,A,A1,Jul-11,350xx,AL
3300,10.37%,B,B3,Apr-11,356xx,AL
3400,13.24%,D,D3,Jun-08,357xx,AL
3500,13.35%,C,C4,Jan-11,356xx,AL
3500,13.98%,C,C3,Sep-10,351xx,AL
3500,14.61%,D,D1,Jan-10,361xx,AL
3500,13.57%,C,C3,Dec-09,364xx,AL
3500,15.65%,D,D4,Oct-09,352xx,AL
3550,7.68%,A,A2,Feb-09,365xx,AL
3600,16.77%,D,D2,Oct-11,358xx,AL
3600,6.39%,A,A1,Mar-10,351xx,AL
3600,10.25%,B,B2,Apr-10,352xx,AL
3625,6.17%,A,A3,Jan-11,357xx,AL
3850,5.42%,A,A1,Jun-11,360xx,AL
3900,11.71%,B,B3,Oct-11,360xx,AL
4000,8.49%,A,A5,Aug-11,357xx,AL
4000,9.99%,B,B1,May-11,360xx,AL
4000,5.42%,A,A1,Apr-11,363xx,AL
4000,12.68%,C,C1,Jan-11,366xx,AL
4000,15.95%,D,D4,Aug-10,352xx,AL
4000,13.48%,C,C3,Apr-10,358xx,AL
4000,17.19%,E,E3,Feb-10,354xx,AL
4000,7.74%,A,A3,Nov-09,363xx,AL
4000,7.40%,A,A2,Aug-09,350xx,AL
4000,16.00%,D,D5,Aug-09,361xx,AL
4000,9.32%,A,A4,Jun-09,350xx,AL
4200,11.71%,B,B3,Dec-11,367xx,AL
4200,12.69%,B,B5,Sep-11,350xx,AL
4200,10.37%,B,B3,Mar-11,352xx,AL
4200,14.07%,E,E3,Oct-07,352xx,AL
4250,5.42%,A,A1,Jul-11,350xx,AL
4250,13.49%,C,C2,May-11,352xx,AL
4500,12.98%,C,C3,Dec-10,359xx,AL
4500,5.42%,A,A1,Dec-10,350xx,AL
4500,11.49%,B,B4,Sep-10,356xx,AL
4500,8.00%,A,A3,Jan-09,361xx,AL
4525,7.51%,A,A4,Sep-10,366xx,AL
4650,11.14%,B,B1,Jan-10,362xx,AL
4800,8.90%,A,A5,Nov-11,368xx,AL
4800,7.49%,A,A4,Jun-11,368xx,AL
4800,12.12%,B,B4,Jun-11,351xx,AL
4800,6.91%,A,A5,Dec-10,359xx,AL
4800,12.98%,C,C3,Dec-10,363xx,AL
4800,11.49%,B,B4,Oct-10,356xx,AL
4800,11.86%,B,B5,Sep-10,360xx,AL
4800,11.89%,B,B4,Jun-09,352xx,AL
4800,9.64%,B,B4,Dec-07,366xx,AL
4800,11.54%,C,C5,Oct-07,354xx,AL
5000,9.99%,B,B1,Jul-11,360xx,AL
5000,15.99%,D,D2,Jul-11,352xx,AL
5000,6.99%,A,A3,Jun-11,359xx,AL
5000,9.99%,B,B1,Jun-11,361xx,AL
5000,5.99%,A,A2,May-11,356xx,AL
5000,11.49%,B,B4,May-11,351xx,AL
5000,10.59%,B,B2,May-11,356xx,AL
5000,10.99%,B,B3,May-11,356xx,AL
5000,6.92%,A,A3,Apr-11,365xx,AL
5000,5.79%,A,A2,Feb-11,350xx,AL
5000,9.25%,B,B2,Jan-11,362xx,AL
5000,5.42%,A,A1,Nov-10,366xx,AL
5000,9.99%,B,B4,Nov-10,356xx,AL
5000,6.91%,A,A5,Oct-10,361xx,AL
5000,7.51%,A,A4,Aug-10,352xx,AL
5000,7.14%,A,A3,Aug-10,350xx,AL
5000,15.21%,D,D2,Aug-10,358xx,AL
5000,14.35%,C,C4,Jul-10,358xx,AL
5000,13.23%,C,C1,Jun-10,350xx,AL
5000,9.88%,B,B1,May-10,359xx,AL
5000,11.36%,B,B5,Mar-10,358xx,AL
5000,7.14%,A,A3,Jan-10,354xx,AL
5000,8.94%,A,A5,Dec-09,351xx,AL
5000,15.05%,D,D4,Jul-09,361xx,AL
5000,18.21%,F,F4,Dec-08,352xx,AL
5000,14.83%,D,D3,Nov-10,352xx,AL
5000,17.93%,E,E5,Apr-10,354xx,AL
5000,13.75%,E,E2,Oct-07,351xx,AL
5200,9.99%,B,B4,Dec-10,350xx,AL
5325,14.59%,D,D1,Apr-10,360xx,AL
5400,15.58%,D,D3,Jul-10,350xx,AL
5400,9.33%,B,B3,Dec-07,368xx,AL
5500,7.51%,A,A4,Apr-10,365xx,AL
5600,11.49%,B,B4,May-11,352xx,AL
5875,6.17%,A,A3,Jan-11,358xx,AL
6000,13.49%,C,C1,Dec-11,359xx,AL
6000,6.03%,A,A1,Nov-11,363xx,AL
6000,8.90%,A,A5,Nov-11,350xx,AL
6000,12.99%,C,C1,Sep-11,356xx,AL
6000,13.49%,C,C2,Jul-11,360xx,AL
6000,11.49%,B,B4,Jun-11,351xx,AL
6000,11.49%,B,B4,Jun-11,351xx,AL
6000,11.49%,B,B4,May-11,352xx,AL
6000,10.37%,B,B3,Mar-11,351xx,AL
6000,9.99%,B,B4,Dec-10,366xx,AL
6000,7.88%,A,A5,Aug-10,352xx,AL
6000,11.49%,B,B4,Aug-10,352xx,AL
6000,15.21%,D,D2,Aug-10,351xx,AL
6000,14.84%,D,D1,Jul-10,359xx,AL
6000,17.19%,E,E3,Jun-10,356xx,AL
6000,7.14%,A,A3,Jun-10,352xx,AL
6000,11.36%,B,B5,May-10,352xx,AL
6000,13.11%,C,C2,Apr-10,359xx,AL
6000,7.88%,A,A5,Mar-10,365xx,AL
6000,11.83%,B,B3,Oct-09,352xx,AL
6000,12.53%,B,B5,Aug-09,366xx,AL
6000,14.11%,D,D1,Jun-09,364xx,AL
6000,12.21%,B,B5,Mar-09,368xx,AL
6000,9.32%,A,A4,Jan-09,351xx,AL
6000,9.64%,B,B4,Nov-07,351xx,AL
6250,12.69%,B,B5,Nov-11,352xx,AL
6250,11.49%,B,B4,May-11,366xx,AL
6300,7.14%,A,A3,Mar-10,357xx,AL
6400,6.99%,A,A3,Aug-11,352xx,AL
6400,9.99%,B,B1,Aug-11,356xx,AL
6400,10.36%,B,B5,Dec-10,352xx,AL
6400,8.59%,A,A4,Oct-09,357xx,AL
6600,22.48%,G,G2,May-11,350xx,AL
6625,16.40%,E,E1,Apr-11,365xx,AL
6800,8.49%,A,A5,Aug-11,352xx,AL
7000,10.65%,B,B2,Oct-11,360xx,AL
7000,10.65%,B,B2,Oct-11,359xx,AL
7000,14.65%,C,C3,Sep-11,358xx,AL
7000,10.99%,B,B3,Sep-11,350xx,AL
7000,13.35%,C,C4,Nov-10,366xx,AL
7000,11.86%,B,B5,Oct-10,356xx,AL
7000,13.98%,C,C3,Oct-10,368xx,AL
7000,8.59%,A,A4,Nov-09,368xx,AL
7000,11.89%,B,B4,Feb-09,351xx,AL
7125,7.51%,A,A3,Oct-11,354xx,AL
7200,14.17%,C,C5,Feb-11,357xx,AL
7200,7.29%,A,A4,Feb-11,352xx,AL
7200,7.88%,A,A5,Sep-10,366xx,AL
7200,16.32%,D,D5,Jul-10,350xx,AL
7500,9.99%,B,B1,Jul-11,363xx,AL
7500,15.62%,D,D1,Jun-11,356xx,AL
7500,12.98%,C,C3,Oct-10,364xx,AL
7500,8.94%,A,A5,Jan-10,352xx,AL
7500,12.22%,C,C4,Jul-08,360xx,AL
7500,11.03%,C,C1,Jul-08,352xx,AL
7550,16.89%,D,D4,Aug-11,365xx,AL
7600,16.29%,D,D1,Sep-11,351xx,AL
7600,5.99%,A,A2,Aug-11,352xx,AL
7800,12.53%,B,B5,Jan-10,350xx,AL
7900,14.83%,D,D3,Jan-11,350xx,AL
8000,6.62%,A,A2,Nov-11,357xx,AL
8000,12.69%,B,B5,Oct-11,351xx,AL
8000,10.65%,B,B2,Sep-11,365xx,AL
8000,8.49%,A,A5,Jun-11,351xx,AL
8000,13.06%,C,C2,Apr-11,358xx,AL
8000,7.66%,A,A5,Mar-11,354xx,AL
8000,15.65%,D,D4,Mar-11,350xx,AL
8000,13.61%,C,C2,Jul-10,354xx,AL
8000,13.11%,C,C2,Mar-10,357xx,AL
8000,11.14%,B,B1,Jan-10,357xx,AL
8000,8.59%,A,A4,Dec-09,355xx,AL
8000,14.18%,E,E1,Mar-08,367xx,AL
8000,13.98%,C,C3,Jul-10,360xx,AL
8000,14.25%,E,E2,Jan-08,356xx,AL
8400,6.62%,A,A2,Nov-11,366xx,AL
8400,16.77%,D,D2,Oct-11,350xx,AL
8400,18.25%,D,D5,Oct-11,363xx,AL
8400,13.49%,C,C2,May-11,357xx,AL
8500,5.42%,A,A1,Dec-10,355xx,AL
8500,10.62%,B,B3,Apr-10,360xx,AL
8500,13.48%,C,C3,Mar-10,356xx,AL
8500,15.95%,D,D4,Sep-10,350xx,AL
8500,17.19%,E,E3,Aug-10,352xx,AL
8800,5.42%,A,A1,Jun-11,355xx,AL
9000,7.51%,A,A3,Nov-11,358xx,AL
9000,7.49%,A,A4,Aug-11,365xx,AL
9000,6.99%,A,A3,Jul-11,368xx,AL
9000,7.49%,A,A4,Jul-11,361xx,AL
9000,11.99%,B,B5,Jun-11,360xx,AL
9000,7.49%,A,A4,May-11,366xx,AL
9000,10.99%,B,B3,May-11,352xx,AL
9000,6.17%,A,A3,Jan-11,351xx,AL
9000,7.88%,A,A5,Sep-10,366xx,AL
9000,13.23%,C,C1,Jul-10,350xx,AL
9000,13.85%,C,C4,Apr-10,357xx,AL
9000,7.74%,A,A3,Sep-09,366xx,AL
9100,10.95%,B,B1,Mar-09,357xx,AL
9200,13.99%,C,C3,Sep-11,365xx,AL
9200,9.32%,A,A4,Jun-09,356xx,AL
9250,16.32%,E,E2,Nov-10,365xx,AL
9450,10.99%,B,B3,Jun-11,368xx,AL
9500,7.51%,A,A4,Aug-10,356xx,AL
9600,6.92%,A,A3,Mar-11,358xx,AL
9600,5.42%,A,A1,Dec-10,354xx,AL
9600,13.85%,C,C4,May-10,350xx,AL
9600,10.95%,B,B1,Jul-09,357xx,AL
9800,5.99%,A,A2,Sep-11,350xx,AL
9950,7.90%,A,A4,Oct-11,352xx,AL
10000,12.42%,B,B4,Nov-11,363xx,AL
10000,7.51%,A,A3,Dec-11,350xx,AL
10000,6.62%,A,A2,Nov-11,356xx,AL
10000,6.03%,A,A1,Oct-11,350xx,AL
10000,6.03%,A,A1,Sep-11,366xx,AL
10000,15.99%,D,D2,Aug-11,356xx,AL
10000,16.49%,D,D3,Jul-11,363xx,AL
10000,13.49%,C,C2,Jul-11,365xx,AL
10000,10.59%,B,B2,Jul-11,360xx,AL
10000,10.59%,B,B2,Jun-11,357xx,AL
10000,16.89%,D,D4,May-11,359xx,AL
10000,16.40%,E,E1,Apr-11,366xx,AL
10000,14.91%,D,D2,Mar-11,350xx,AL
10000,5.79%,A,A2,Feb-11,361xx,AL
10000,11.49%,B,B4,Oct-10,358xx,AL
10000,7.88%,A,A5,Sep-10,363xx,AL
10000,13.61%,C,C2,Jul-10,368xx,AL
10000,15.58%,D,D3,Aug-10,352xx,AL
10000,10.38%,B,B1,Jul-10,366xx,AL
10000,10.75%,B,B2,Jun-10,352xx,AL
10000,14.96%,D,D2,Apr-10,354xx,AL
10000,16.82%,E,E2,Mar-10,366xx,AL
10000,12.73%,C,C1,Feb-10,361xx,AL
10000,16.70%,E,E2,Jan-10,357xx,AL
10000,12.18%,B,B4,Dec-09,356xx,AL
10000,8.59%,A,A4,Nov-09,354xx,AL
10000,8.94%,A,A5,Oct-09,351xx,AL
10000,8.94%,A,A5,Aug-09,357xx,AL
10000,11.89%,B,B4,Jul-09,350xx,AL
10000,14.42%,D,D2,Jun-09,352xx,AL
10000,12.09%,C,C2,Dec-08,352xx,AL
10000,12.80%,D,D4,Oct-07,354xx,AL
10000,16.45%,E,E1,Oct-10,364xx,AL
10750,13.72%,C,C5,Oct-10,353xx,AL
10750,10.38%,B,B1,Aug-10,354xx,AL
11000,8.49%,A,A5,May-11,352xx,AL
11000,10.62%,B,B3,Feb-10,367xx,AL
11000,12.53%,C,C1,Jan-09,361xx,AL
11200,10.99%,B,B3,May-11,350xx,AL
11200,7.66%,A,A5,Feb-11,358xx,AL
11200,13.35%,C,C4,Jan-11,365xx,AL
11500,20.11%,G,G1,Mar-11,359xx,AL
11625,13.55%,D,D4,Feb-08,358xx,AL
12000,9.91%,B,B1,Dec-11,366xx,AL
12000,6.03%,A,A1,Dec-11,351xx,AL
12000,14.27%,C,C2,Nov-11,368xx,AL
12000,6.03%,A,A1,Nov-11,365xx,AL
12000,18.79%,E,E3,Sep-11,362xx,AL
12000,11.49%,B,B4,Aug-11,354xx,AL
12000,13.84%,C,C2,Jun-11,352xx,AL
12000,10.00%,B,B2,Apr-11,350xx,AL
12000,10.00%,B,B2,Mar-11,361xx,AL
12000,18.99%,F,F3,Feb-11,356xx,AL
12000,7.66%,A,A5,Feb-11,356xx,AL
12000,7.66%,A,A5,Feb-11,368xx,AL
12000,14.83%,D,D3,Dec-10,361xx,AL
12000,6.91%,A,A5,Jan-11,366xx,AL
12000,9.62%,B,B3,Dec-10,365xx,AL
12000,9.99%,B,B4,Jan-11,350xx,AL
12000,11.86%,B,B5,Oct-10,350xx,AL
12000,7.88%,A,A5,Sep-10,365xx,AL
12000,11.86%,B,B5,Sep-10,355xx,AL
12000,16.45%,E,E1,Aug-10,366xx,AL
12000,10.75%,B,B2,Jul-10,366xx,AL
12000,11.12%,B,B3,Jun-10,352xx,AL
12000,10.25%,B,B2,Apr-10,352xx,AL
12000,14.22%,C,C5,Jan-10,352xx,AL
12000,13.79%,C,C5,Mar-09,350xx,AL
12000,18.29%,G,G4,Feb-08,366xx,AL
12250,15.31%,D,D3,Dec-09,352xx,AL
12250,14.96%,D,D2,Dec-09,366xx,AL
12375,8.49%,A,A5,Sep-11,363xx,AL
12450,9.62%,B,B3,Jan-11,365xx,AL
12500,9.91%,B,B1,Oct-11,350xx,AL
12500,13.06%,C,C2,Apr-11,357xx,AL
12500,7.29%,A,A4,Mar-11,352xx,AL
12500,10.38%,B,B1,Aug-10,355xx,AL
12500,8.59%,A,A4,Aug-09,352xx,AL
12800,9.99%,B,B1,Jun-11,350xx,AL
13000,16.49%,D,D3,Aug-11,352xx,AL
13000,17.49%,D,D5,Jul-11,366xx,AL
13000,6.92%,A,A3,Jan-11,361xx,AL
13000,10.25%,B,B2,May-10,350xx,AL
13000,7.88%,A,A5,Mar-10,354xx,AL
13200,16.40%,E,E1,Feb-11,363xx,AL
13200,6.17%,A,A3,Dec-10,357xx,AL
13500,11.71%,B,B3,Sep-11,365xx,AL
13600,6.62%,A,A2,Oct-11,351xx,AL
13850,12.68%,C,C1,Mar-11,356xx,AL
14000,11.71%,B,B3,Oct-11,366xx,AL
14000,15.99%,D,D2,Aug-11,355xx,AL
14000,10.00%,B,B2,Apr-11,359xx,AL
14000,11.11%,B,B5,Feb-11,362xx,AL
14000,9.99%,B,B4,Dec-10,351xx,AL
14000,13.98%,C,C3,Sep-10,368xx,AL
14000,12.73%,C,C1,Feb-10,356xx,AL
14000,12.18%,B,B4,Dec-09,350xx,AL
14125,10.59%,B,B2,Jun-11,350xx,AL
14775,6.62%,A,A2,Sep-11,365xx,AL
14800,19.42%,E,E3,Oct-11,361xx,AL
15000,11.71%,B,B3,Dec-11,359xx,AL
15000,19.91%,E,E4,Dec-11,368xx,AL
15000,17.58%,D,D4,Nov-11,356xx,AL
15000,15.96%,C,C5,Nov-11,351xx,AL
15000,6.03%,A,A1,Nov-11,359xx,AL
15000,9.91%,B,B1,Nov-11,351xx,AL
15000,16.77%,D,D2,Nov-11,357xx,AL
15000,6.99%,A,A3,Sep-11,360xx,AL
15000,10.59%,B,B2,Sep-11,352xx,AL
15000,8.49%,A,A5,Sep-11,354xx,AL
15000,11.49%,B,B4,May-11,357xx,AL
15000,15.99%,D,D2,May-11,368xx,AL
15000,10.00%,B,B2,Mar-11,352xx,AL
15000,10.37%,B,B3,Feb-11,352xx,AL
15000,17.14%,E,E3,Feb-11,352xx,AL
15000,16.32%,E,E2,Jan-11,352xx,AL
15000,16.32%,E,E2,Dec-10,354xx,AL
15000,6.17%,A,A3,Dec-10,358xx,AL
15000,6.91%,A,A5,Oct-10,368xx,AL
15000,14.72%,C,C5,Oct-10,357xx,AL
15000,16.82%,E,E2,Sep-10,359xx,AL
15000,11.49%,B,B4,Aug-10,354xx,AL
15000,16.82%,E,E2,Jun-10,351xx,AL
15000,13.48%,C,C3,May-10,365xx,AL
15000,10.99%,B,B4,Feb-10,350xx,AL
15000,7.88%,A,A5,Jan-10,366xx,AL
15000,16.00%,D,D5,Sep-09,350xx,AL
15000,12.53%,C,C1,Jan-09,351xx,AL
15000,14.74%,D,D3,Jan-09,359xx,AL
15000,11.89%,B,B4,Jan-09,365xx,AL
15200,15.95%,E,E1,Dec-10,368xx,AL
15200,12.21%,B,B5,Apr-09,362xx,AL
15600,13.47%,C,C4,Jul-09,352xx,AL
15850,13.49%,C,C1,Dec-11,366xx,AL
16000,7.51%,A,A3,Nov-11,362xx,AL
16000,7.90%,A,A4,Nov-11,352xx,AL
16000,5.99%,A,A2,Apr-11,366xx,AL
16000,14.35%,C,C4,Jun-10,354xx,AL
16450,10.65%,B,B2,Sep-11,364xx,AL
16750,14.35%,C,C4,Oct-10,352xx,AL
16800,11.11%,B,B5,Apr-11,360xx,AL
16950,13.49%,C,C1,Nov-11,360xx,AL
17000,18.64%,E,E1,Dec-11,363xx,AL
17000,12.98%,C,C3,Dec-10,366xx,AL
17000,10.51%,B,B2,Dec-08,356xx,AL
17500,17.80%,F,F1,Nov-10,355xx,AL
18000,17.58%,D,D4,Dec-11,363xx,AL
18000,7.90%,A,A4,Sep-11,357xx,AL
18000,7.49%,A,A4,Sep-11,358xx,AL
18000,10.99%,B,B3,May-11,362xx,AL
18000,14.72%,C,C5,Aug-10,359xx,AL
18000,11.48%,B,B2,Jan-10,352xx,AL
18000,12.87%,C,C1,Jan-10,362xx,AL
18000,17.97%,G,G3,Feb-08,350xx,AL
18400,14.27%,C,C2,Dec-11,361xx,AL
18500,13.06%,C,C2,Mar-11,357xx,AL
18800,12.21%,B,B5,Dec-08,362xx,AL
19000,10.99%,B,B3,Aug-11,354xx,AL
19000,13.49%,C,C2,Jun-11,358xx,AL
19000,12.61%,C,C2,Nov-10,351xx,AL
19200,11.11%,B,B5,Apr-11,352xx,AL
19200,15.28%,D,D3,Feb-11,354xx,AL
19500,9.99%,B,B4,Dec-10,350xx,AL
20000,19.42%,E,E3,Nov-11,368xx,AL
20000,11.49%,B,B4,Sep-11,360xx,AL
20000,10.99%,B,B3,May-11,357xx,AL
20000,20.11%,G,G1,Apr-11,363xx,AL
20000,9.99%,B,B4,Oct-10,366xx,AL
20000,10.38%,B,B1,Jun-10,368xx,AL
20000,10.62%,B,B3,Feb-10,352xx,AL
20000,16.00%,D,D5,Dec-09,354xx,AL
20000,11.48%,B,B2,Aug-09,360xx,AL
20000,11.89%,B,B4,Jul-09,368xx,AL
20000,11.78%,C,C1,Dec-08,350xx,AL
20000,11.41%,C,C3,Jan-08,366xx,AL
20000,10.59%,C,C2,Dec-07,356xx,AL
20000,12.73%,C,C1,Jan-10,352xx,AL
20000,14.11%,D,D1,Feb-09,352xx,AL
20400,11.71%,B,B3,Dec-11,361xx,AL
21000,12.42%,B,B4,Dec-11,363xx,AL
21600,12.68%,C,C1,Apr-11,368xx,AL
21750,12.42%,B,B4,Nov-11,361xx,AL
22000,13.49%,C,C1,Dec-11,352xx,AL
22000,13.99%,C,C3,Jul-11,360xx,AL
22000,13.49%,C,C2,Jun-11,363xx,AL
22400,10.36%,B,B5,Nov-10,366xx,AL
22750,16.82%,E,E2,Oct-10,350xx,AL
22750,11.36%,B,B5,Apr-10,356xx,AL
24000,6.62%,A,A2,Nov-11,351xx,AL
24000,21.67%,F,F3,Oct-11,351xx,AL
24000,9.91%,B,B1,Oct-11,350xx,AL
24000,9.99%,B,B4,Nov-10,368xx,AL
24000,17.80%,F,F1,Nov-10,368xx,AL
24000,12.73%,C,C1,Feb-10,351xx,AL
24250,19.03%,E,E2,Nov-11,350xx,AL
24250,11.12%,B,B3,Aug-10,350xx,AL
24250,10.25%,B,B2,May-10,356xx,AL
24250,10.62%,B,B3,Apr-10,357xx,AL
24575,19.03%,E,E2,Dec-11,354xx,AL
25000,19.03%,E,E2,Dec-11,363xx,AL
25000,14.27%,C,C2,Oct-11,352xx,AL
25000,11.99%,B,B5,Sep-11,351xx,AL
25000,17.80%,F,F1,Jan-11,356xx,AL
25000,14.83%,D,D3,Dec-10,350xx,AL
25000,11.12%,B,B3,Oct-10,366xx,AL
25000,13.23%,C,C1,Aug-10,359xx,AL
25000,13.61%,C,C2,Jun-10,355xx,AL
25000,15.37%,D,D5,Jun-09,350xx,AL
25000,15.83%,F,F2,Jan-08,368xx,AL
25975,19.03%,E,E2,Dec-11,352xx,AL
25975,13.49%,C,C2,Jun-11,365xx,AL
